repetition,strategy_index,strategy,accuracy,queries_used,iterations,accuracy_per_question
8.0,9.0,S_DU,0.6,11.0,6.0,0.05454545454545454
8.0,10.0,S_NDU,0.54,11.0,6.0,0.049090909090909095
8.0,11.0,S_DC,0.66,12.0,7.0,0.055
8.0,12.0,S_NDC,0.52,10.0,5.0,0.052000000000000005
9.0,0.0,random,0.56,10.0,5.0,0.05600000000000001
9.0,1.0,S_E,0.54,11.0,6.0,0.049090909090909095
9.0,2.0,S_NE,0.54,11.0,6.0,0.049090909090909095
9.0,3.0,S_W,0.7,9.0,4.0,0.07777777777777778
9.0,4.0,S_NW,0.28,8.0,3.0,0.035
9.0,5.0,S_B,0.5,8.0,3.0,0.0625
9.0,6.0,S_NB,0.68,10.0,5.0,0.068
9.0,7.0,S_EIG,0.46,8.0,3.0,0.0575
9.0,8.0,S_NEIG,0.44,10.0,5.0,0.044
9.0,9.0,S_DU,0.5,11.0,6.0,0.045454545454545456
9.0,10.0,S_NDU,0.52,8.0,3.0,0.065
9.0,11.0,S_DC,0.44,10.0,5.0,0.044
9.0,12.0,S_NDC,0.64,9.0,4.0,0.07111111111111111
10.0,0.0,random,0.54,11.0,6.0,0.049090909090909095
10.0,1.0,S_E,0.64,10.0,5.0,0.064
10.0,2.0,S_NE,0.66,8.0,3.0,0.0825
10.0,3.0,S_W,0.68,13.0,8.0,0.05230769230769231
10.0,4.0,S_NW,0.56,10.0,5.0,0.05600000000000001
10.0,5.0,S_B,0.62,11.0,6.0,0.056363636363636366
10.0,6.0,S_NB,0.72,13.0,8.0,0.05538461538461538
10.0,7.0,S_EIG,0.68,10.0,5.0,0.068
10.0,8.0,S_NEIG,0.72,12.0,7.0,0.06
10.0,9.0,S_DU,0.72,13.0,8.0,0.05538461538461538
10.0,10.0,S_NDU,0.7,16.0,11.0,0.04375
10.0,11.0,S_DC,0.66,13.0,8.0,0.050769230769230775
10.0,12.0,S_NDC,0.58,8.0,3.0,0.0725
11.0,0.0,random,0.54,10.0,5.0,0.054000000000000006
11.0,1.0,S_E,0.5,8.0,3.0,0.0625
11.0,2.0,S_NE,0.68,15.0,10.0,0.04533333333333334
11.0,3.0,S_W,0.56,12.0,7.0,0.04666666666666667
11.0,4.0,S_NW,0.7,13.0,8.0,0.05384615384615384
11.0,5.0,S_B,0.68,10.0,5.0,0.068
11.0,6.0,S_NB,0.5,8.0,3.0,0.0625
11.0,7.0,S_EIG,0.54,9.0,4.0,0.060000000000000005
11.0,8.0,S_NEIG,0.58,9.0,4.0,0.06444444444444444
11.0,9.0,S_DU,0.62,11.0,6.0,0.056363636363636366
11.0,10.0,S_NDU,0.62,12.0,7.0,0.051666666666666666
11.0,11.0,S_DC,0.62,14.0,9.0,0.04428571428571428
11.0,12.0,S_NDC,0.6,13.0,8.0,0.04615384615384615
12.0,0.0,random,0.56,13.0,8.0,0.04307692307692308
12.0,1.0,S_E,0.5,8.0,3.0,0.0625
12.0,2.0,S_NE,0.46,14.0,9.0,0.032857142857142856
12.0,3.0,S_W,0.56,10.0,5.0,0.05600000000000001
12.0,4.0,S_NW,0.38,8.0,3.0,0.0475
12.0,5.0,S_B,0.58,10.0,5.0,0.057999999999999996
12.0,6.0,S_NB,0.52,10.0,5.0,0.052000000000000005
12.0,7.0,S_EIG,0.44,9.0,4.0,0.04888888888888889
12.0,8.0,S_NEIG,0.3,11.0,6.0,0.02727272727272727
12.0,9.0,S_DU,0.54,11.0,6.0,0.049090909090909095
12.0,10.0,S_NDU,0.5,11.0,6.0,0.045454545454545456
12.0,11.0,S_DC,0.58,13.0,8.0,0.04461538461538461
12.0,12.0,S_NDC,0.58,8.0,3.0,0.0725
13.0,0.0,random,0.64,9.0,4.0,0.07111111111111111
13.0,1.0,S_E,0.56,10.0,5.0,0.05600000000000001
13.0,2.0,S_NE,0.44,8.0,3.0,0.055
13.0,3.0,S_W,0.62,10.0,5.0,0.062
13.0,4.0,S_NW,0.44,8.0,3.0,0.055
13.0,5.0,S_B,0.48,8.0,3.0,0.06
13.0,6.0,S_NB,0.54,9.0,4.0,0.060000000000000005
13.0,7.0,S_EIG,0.6,9.0,4.0,0.06666666666666667
13.0,8.0,S_NEIG,0.58,9.0,4.0,0.06444444444444444
13.0,9.0,S_DU,0.6,13.0,8.0,0.04615384615384615
13.0,10.0,S_NDU,0.66,10.0,5.0,0.066
13.0,11.0,S_DC,0.48,12.0,7.0,0.04
13.0,12.0,S_NDC,0.6,9.0,4.0,0.06666666666666667
14.0,0.0,random,0.66,11.0,6.0,0.060000000000000005
14.0,1.0,S_E,0.6,8.0,3.0,0.075
14.0,2.0,S_NE,0.64,9.0,4.0,0.07111111111111111
14.0,3.0,S_W,0.72,11.0,6.0,0.06545454545454545
14.0,4.0,S_NW,0.68,9.0,4.0,0.07555555555555556
14.0,5.0,S_B,0.66,9.0,4.0,0.07333333333333333
14.0,6.0,S_NB,0.62,9.0,4.0,0.06888888888888889
14.0,7.0,S_EIG,0.64,9.0,4.0,0.07111111111111111
14.0,8.0,S_NEIG,0.76,13.0,8.0,0.05846153846153846
14.0,9.0,S_DU,0.7,10.0,5.0,0.06999999999999999
14.0,10.0,S_NDU,0.62,8.0,3.0,0.0775
14.0,11.0,S_DC,0.7,10.0,5.0,0.06999999999999999
14.0,12.0,S_NDC,0.68,8.0,3.0,0.085
15.0,0.0,random,0.5,10.0,5.0,0.05
15.0,1.0,S_E,0.56,10.0,5.0,0.05600000000000001
15.0,2.0,S_NE,0.6,9.0,4.0,0.06666666666666667
15.0,3.0,S_W,0.48,9.0,4.0,0.05333333333333333
15.0,4.0,S_NW,0.44,8.0,3.0,0.055
15.0,5.0,S_B,0.6,14.0,9.0,0.04285714285714286
15.0,6.0,S_NB,0.44,8.0,3.0,0.055
15.0,7.0,S_EIG,0.5,11.0,6.0,0.045454545454545456
15.0,8.0,S_NEIG,0.46,9.0,4.0,0.051111111111111114
15.0,9.0,S_DU,0.52,11.0,6.0,0.04727272727272727
15.0,10.0,S_NDU,0.58,11.0,6.0,0.05272727272727273
15.0,11.0,S_DC,0.52,10.0,5.0,0.052000000000000005
15.0,12.0,S_NDC,0.58,12.0,7.0,0.04833333333333333
16.0,0.0,random,0.56,10.0,5.0,0.05600000000000001
16.0,1.0,S_E,0.62,9.0,4.0,0.06888888888888889
16.0,2.0,S_NE,0.66,13.0,8.0,0.050769230769230775
16.0,3.0,S_W,0.72,8.0,3.0,0.09
16.0,4.0,S_NW,0.62,10.0,5.0,0.062
16.0,5.0,S_B,0.68,11.0,6.0,0.06181818181818182
16.0,6.0,S_NB,0.7,11.0,6.0,0.06363636363636363
16.0,7.0,S_EIG,0.64,11.0,6.0,0.05818181818181818
16.0,8.0,S_NEIG,0.34,10.0,5.0,0.034
16.0,9.0,S_DU,0.6,10.0,5.0,0.06
16.0,10.0,S_NDU,0.62,12.0,7.0,0.051666666666666666
16.0,11.0,S_DC,0.72,12.0,7.0,0.06
16.0,12.0,S_NDC,0.48,9.0,4.0,0.05333333333333333
17.0,0.0,random,0.54,13.0,8.0,0.04153846153846154
17.0,1.0,S_E,0.5,12.0,7.0,0.041666666666666664
17.0,2.0,S_NE,0.52,10.0,5.0,0.052000000000000005
17.0,3.0,S_W,0.46,8.0,3.0,0.0575
17.0,4.0,S_NW,0.42,8.0,3.0,0.0525
17.0,5.0,S_B,0.6,12.0,7.0,0.049999999999999996
17.0,6.0,S_NB,0.42,9.0,4.0,0.04666666666666666
17.0,7.0,S_EIG,0.54,10.0,5.0,0.054000000000000006
17.0,8.0,S_NEIG,0.68,12.0,7.0,0.05666666666666667
17.0,9.0,S_DU,0.52,12.0,7.0,0.043333333333333335
17.0,10.0,S_NDU,0.46,12.0,7.0,0.03833333333333334
17.0,11.0,S_DC,0.44,8.0,3.0,0.055
17.0,12.0,S_NDC,0.44,11.0,6.0,0.04
